@RELATION weka

@ATTRIBUTE doc		STRING
@ATTRIBUTE classX	{0.0, 1.0}

@DATA
"late glad pure basic appropriate phony respective shrewd infallible romantic pure easy romantic bring right wrong difficult justify storyhere beautiful ",1.0
"favorite ive countless tired jealous original small smart elementhe interesting best ill qualify shellshocked ",1.0
"familiar glad italian wonderful marcello great federico introduce special fanatic meet right reveal special wonderful dont want look attractive good sure great interesting great beautiful ",1.0
"bad good political good good bad inexorable compelling dead funeral powerful gritty fine resorting outstanding big superb undue bad jaded ",1.0
"confused british black shallow grave worthy backwoods local say deadly local grave enjoyable late didnt final wrong likable dont halfanhour good real second real unexpected high topless hysterical religious late bad bad minor teenage stupid arent sharp shallow grave malevolent tense enjoyable worthwhile great main ",1.0
"financiallydriven true false uncut complete creative starstudded create glorious willing hamlet spend uncut uncut able overjoyed mere old hamlet terrific wily unique perfect good late classical special excellent little silly bad small branaghs famous impressive good monumental dont know difficult digest hamlet enjoyable sit listen deliver brilliant excellent worth ",1.0
"firsthand turn acosta present ",1.0
"ive young remembered later great emotional right nice great remember musical great surprised pass minimal decent second important doesnt smart cynical bad perfect perfect feel ",1.0
"adult appropriate good upbeat make emotional tangent final saddest ive worth ",1.0
"difficult bad difficult good compelling close utter turn watchthe tragic little needed onyou darkest ",1.0
"longtime live literal best solid new divine talented ",1.0
"basic archetypal classic recognize right batunderrated indie favorite excellent good play nice creepy corrosive right worksdonovan slutty inconsolable unforgiving terrible unsuccessful reluctant enthusiastic best ectheme cuckolded favorite subject spooky ooky supernatural original adultery slight know close bad best display horrifying prevalent squeamish apply ",1.0
"digital alexander good french international actorselijah hilarious good international quirky sant french english small actual english relegate experimental colorful funny simple complex easy follow experimental formulaic mime thank little half beautiful lush romantic good sound good soft main good overall long left good sure good short didnt ",1.0
"listen absolute finest phenomenal best admit ive positive good fantastic advanced wrong cheap worldclass opposite right bad greatest underground blade brave new total bourne aonn eternal absolute best ",1.0
"virile naive big big big big scruffy cordial cope gritty brutal urban poignant funny depressing cyclonic cultural masterful perfect crisp cogent engaging best best cyclonic ",1.0
"bogus possible excellent poor brilliant excellent great recommend classic best melvin great funniest best excellent hilarious ",1.0
"great funny learn proud great exceptional heavenly great high highest create ",1.0
"angry stahl turner add likable meet nearby stay carsoon middle march losther dead shooting make break mad poor afraid dont believe dangerous good graphic solid offensive sensitive great little unknown ",1.0
"tell old good childish old high musical magical early classic old old true magic ",1.0
"fascinating native american nice indian native ",1.0
"terrific itit little frightening old fantastic beautiful know available ",1.0
"old heartbroken enchanted beautiful original english streamline unavailable expensive disney raw streamline original japanese old pointless main worst intrusive silent moronic annoying recent animated simple captivating modern ",1.0
"romantic usual almostoverthehill talented unaware little theatrical underrated recent good handsome vulnerable egotistical lovable timethe reach aspiring niece small homeless deaf mute true wellbut romantic downey hot rid perverse awry chief alterego modest spoof young general good daffy terrific outstanding ",1.0
"loving true sure dont dry mean total impressive outrageous silent modern psychosexual socioeconomic political indefinable magic unflagging nearfrenetic conflicted remarkable skeptic laymanalthough european hyperkinetic sibilant mad humorous diverse red provoke freudianjungian worth ",1.0
"basic slow great american grand ford extraneous slow brilliant funny trueseeming big introductory beautiful second priceless settle big priceless ",1.0
"violent violent brutal double hard particular good interesting brutal martial special believable forget violent criminal surprising consistent believable ",1.0
"little heavy deep good real enjoyable kind simple sweet cute doesnt allen create wanted little fluffy refreshing actual human ",1.0
"hesitant painful remember hard alive amazing adorable impressed talented believable favorite poignant appropriate ",1.0
"fabulous beautiful stark elaborate squeamish newlyreleased remastered video yippee cheap worth ",1.0
"mediocre soft surprising good romantic yellow good beautiful exotic crash muchrespected statuesque regal important old ancient virgin married beautiful british western wong easy good marry rigid vicious sleep debased dramatic depressing proud elegant sweet tragic beautiful classic frustrated nonexploitative artsy softcore known impressed extra nice viewer impressive miniature amazing unexpected late video unknown deadly glad rare dvd beautiful bizarre catchy rare special recommend thoughtful ",1.0
"muslim western abusive hard endorse ready criminal continue cameroonian real various female cameroonian legal secure notable uplifting central progressive fascinating cameroonian awful emotional joyous america delightful overall terrific little ",1.0
"sad stupid terrible bring stupid supernanny good bad good awesome complete entire wait meet incomplete ill steven happen damien ",1.0
"buffalo indian white american large largest second superior valiant good weary financial taylor american indian racist calhern racist pure indian sexual mad refer convinced indian nolan grizzled old bring great nolan real taylor cheap ideal ",1.0
"poor inhi sick make unhappy kamal sumptous surprising latas clear werent publish recent best madan great personal dildar unusual brief middle kamal themas finest indian particular old old grow beautiful endlessso ",1.0
"pinch mix add plenty lowbrow northern new entertaining pro biggest gandolfinis complicated tony occasional admire gravelvoiced bewildered murderous tony perplexed beautiful duplicitous sudden graphic small late pine bitter cold convinced ",1.0
"didnt glowing reviewsthe high middle meet aggressive right blame new mind grim likely dojust gritty nonhollywood brief sayles ugly arrive main recommend make clich rocky great good bad ",1.0
"dont think hold good scathing stay best funniest controversial cmon american dont numbing funny funny isnt par quick make great happen enjoy obvious occasional hilarious ironic funny ",1.0
"mixed wasnt surprised entertaining small interesting excellent breezy glib good good funky ",1.0
"dark fable weird prominent worth stylish moral twisted ",1.0
"awed beautiful raw unedited fascinating little little evident begin little aesthetic surprising ",1.0
"entertaining dysfunctional typical comedic dramatic competent solid ",1.0
"rich beautiful bromfield wrest control seduce english corporate poetic befall preposterous perfect second powerful dysfunctional inspired nighttime lowbrow right sinful bad great kathleen relentless inherit unbridled evil guilty teenage reminiscent big equivalent lap embraceable bad terrific excess english revenge french universal outer silent little future english marvelous bad big noir noir ",1.0
"great save join exciting interested happen think join daily doesnt super lex ",1.0
"fair interesting mesmerizing intense tony mental survive truest nosey thiswhile freshest good tony decent human savior religious acclaimed ultimate recognizable strong daily prepared worst wise savvy tony biggest wait worst larry sporadic ",1.0
"yearsold criminal real little talk formal diabolical golden sneaky lovable evil young lonely little young unfoil make mind right best make new different original animated dubious ",1.0
"entire againset hungary young eligible secret innocent besotted unable known wont sweet sugary know worth frank morgan usual arrogant hate right william endear overconfident remade good original suspect nice handy ",1.0
"super greatest addicting ive beaten ive starsive achieve didnt play againthe unbelievable early addictive great tough impossible dont play amazing wonderful ",1.0
"recommend possibleto onlysome disturbing little waylet male gorgeous soak ugly maleto create adorable happy playful bad blind high awaythe second dead trapwhile bleed die male single dadforced need enoughwhen grown ugly surprising close early itbut wouldnt let itnow know evil dark ugly let animalsand fake true disneythey teach extinctthe main senseless beautiful endangeredi human teach important lifeit musical ",1.0
"sure realistic small hard centered brian green awesome recommend harsh ",1.0
"think social small funny audacious memorable cinder best able homosexual strange gay emotional integral gay communitythen let mix lesbian gay add dismal redo big entire funny lighten ",1.0
"wonderful young mary strong juvenile annoying beatendown beautiful curious decadent frightening gothicgothic independent different best romantic alltime ",1.0
"favorite think excellent ",1.0
"sneaky little half great devastating william ritter remarkable ive long unscripted rich rewarding stay ",1.0
"lucky ultimate half final recent wary shouldnt worried electric intelligent best sublime excellent apparent blackbriar new old paddy halfremembered past pursue rogue old good disappointed proper fantastic slowburning novel visceral intelligent gripping suitable faultless real little original novel diehard real highest surprise satisfy let single final sure happy wonder modern recent worthy ultimate limited afraid ",1.0
"little cleese hilarious afford quirky ",1.0
"favorite big original wasnt bad long separate evil mixed young good good ",1.0
"entire personal favorite maureen occasional genital wasnt let say numerous high naked costumeseveral careful slow tiny dark labiathere double double slow want actual great big male second blended hard dont phony relax enjoy big cold fresh sexy willing final white good nude african use die heroic white native real human okay ",1.0
"revenge girlpower appreciate funny die lynch loud comic great live feel dumb ",1.0
"secret famous best secret best best pacific best korean photographed secret painful continuous vast secret apparent christian moviethe secret buy rich sorrowshinae say sad early peaceful forgive wont snare bitter mental familiar difficult best shinae jongchan secret milyang secret rural secular frivolous joked say sure defend cheated wrong crazy easy hope final hard jongchan willing angel secret hot discuss early secret unbearable shallow quit secret secret interpret ",1.0
"shy plain blatant sexy fantastic new force super scifi bourne secondhand original able latest amazing new false blackbriar located clear live open wreak know chase close loose simplest biggest expose worth second cool meet minute invigorating massive climatic small intense staggered favorite operative believable pull disenchantment brian nice blackbriar gauge capable little wonderful past key nice clive urban robotic nice exceed bring handheld astonishing kinetic tony seizureinducing handheld able nice ",1.0
"right long marvellous labyrinthine dark differential visual somber claustrophobic imaginary nightmarish surreal noir acidic avantguard totalitarian authoritarian intricate irrational deepest hypocritical utopian believe necessary start new emotional work ",1.0
"picky ive second critical hokey quintessential calm hard limitless true able commit big exemplary evoke remain heavy want encourage current new classic wrong ill ",1.0
"convert absorb new attend young beautiful historical located limited best missionary inspirational powerful ",1.0
"ive political new yellow greathave ofhistorical socalled radical studentpoliticalsocial late notorious real verboten frontal male democratic socialist simplistic loudand clear plenty pornographic realistic inept funny endearing angry informative original american commentaryby blue let thepivotal prurient social redeeming standsthose ",1.0
"unnecessary strong seamless critical easy separate ive sensationalistic pleased viable gore realistic technical disappointed notunlike good unexplained certain happen forgiveable best good wont wont disappointed happy ",1.0
"familiar fond general manchurian pleasant shrill realistic huge weak vocal familiar able redeem werent favorite sue inferior pet hot care marry ive instrumental available recommend original superior important charming ",1.0
"new old indoor great topher pursue wish eric close travolta good original sorry beloved dont long favorite successful create ",1.0
"negative main final woken dead realistic realistic pure utter escape everyday mundane boring isnt large dont silly stand magic private olive main live dead bright narrated watch wonderful satisfying tell happy creative pretentious addictive wonderful future minute true ",1.0
"spellbound lovealthough enduring leave want previous themmichael excellent ",1.0
"compelling thank directeur ",1.0
"decent old unwitting decide nice strange strange old slimy decent creepy creaky old intriguing decent lessthannormal make decent uncut bad little good burnt ",1.0
"expensive high french fine aftertasteloulous new original fine extraordinary elegant french excellent numerous sparkling alive participate make extra ",1.0
"formulaic unbelievable little exciting bad decent isnt seagal dont ",1.0
"best alex aboutby accurate best famous little certain sheer good captivating onehaunted hung gorgeous comfortable create picturesque historical harsh common illegal liquid medicinal recreational surprising strong key prudish big romantic beautiful liberated beautiful talented perfect fitting ive wonderful able actual mary storyif little gothic definite ",1.0
"funny youthful black white stereotypical urban black real black ",1.0
"funny thank short great good dont ",1.0
"noir best remembered great common noir good known siodmak talented classic aforementioned real dark brooding phantom big infested dismayed mysterious beautiful female known interesting black white phantom italian central interesting alan good unfortunate effective female impromptu real memorable insane memorable early phantom deserve original satisfying amazing unlikely overall phantom greatest underseen ",1.0
"big cheap loud creepy stir wellacted great scariest resident crazy convinced quiet grumpy later violent creepiest silent huge calm barren best sure favorite ",1.0
"old regular young old danse macabre fortunate recent supernatural classic tired dont spook dont black white shadowy restless ironic right recent ",1.0
"personal good extra stable fast frank graham frank real wealthy rent good intoxicated various public wonder bother half charming know charming establish perfect common apply gielgud clean male gay bach deadly accurate real marry real gielgud troublesjohn known golden best amazing frank graham genuine real ",1.0
"right actual early terrific didnt poor hard incredible terrific ",1.0
"hilarious challenging clueless early true helpful good awkward run uncompromising grown adventurealicia good naive mary interesting revisit thoughttrue good promising startlike unknown past able secure impressive military classic lengthy ok think entertaining worth ",1.0
"good right old dark decent worth spend collect special dead padded large dark enjoyablecastle definite italian gothic ",1.0
"american cultural play heavy shallow complex wonderful create ",1.0
"dead individual inevitable electrical alive creepy military cool sure dead actual different big electric free little suspicious know awaken inner unknown decide kill weird remain unrevealed unknown different long stand obtain awaken wild matrixlike comic special special normal wont normal fascinating fantastic unique fortunate make huge ",1.0
"entertaining bloch good excellent amusing rude obnoxious ",1.0
"glorious literary mary entrancing sexual personal political moral liberal creative boring breathtaking detract grim loving angry peaceful lovely ",1.0
"love noveli original great fred corny corny lighten good perfect recommend ",1.0
"pay mad short walken colombian promising present colombian successful gory assemble old begin invade stupid good wide walken new plenty diabolical heroic pointless splitting forget impassioned brown tear ",1.0
"clear grim troubled basic look light wouldnt good dont itmany western light meet dont let pass leave dont loose ",1.0
"awesome main beautiful bold extraordinary picturesque costly enjoy flawed likable alan best remember favorite interesting annoyed tiny little funny good create ",1.0
"unheralded classic solid authentic true best ive good brilliant entire spend romantic doesnt high fertile best saint long ",1.0
"sorry dont write known blake tremendous lifelong preachy ideal ",1.0
"good funny nice funny belushi great aint timothy confusing new dont messy itlouis ok impatient moviemade worth ",1.0
"excellent spectacular busby early surprised cagney public add spark routine tired elaborate conservative dazzling sequencefollowed excellent comedown anti climactic exciting mind middle close speak best cagneys outstanding musical ultimate worth disappointed ",1.0
"predictable solid reasonable perfect morris ",1.0
"tall think didnt shocked corrupted let courageous great best recent true recent doesnt real classic sure resurface ",1.0
"beat important attractive cinematic literary best colourful overlong slight episodic justrecorded single funny engrossing apparent australian personal khouris funniest flat nononsense sht perennial breathtaking corroborationsince clear sly clear plausible overseas utmost disillusioned duped plenty stressed didnt convoluted sympathetic firstkey lifelong smart yrold workedout lessandlessadulating aussie rueful selfcontrolled little bitterit jordanian deepest forced reduce happen bookplus australian random publish fair massive hottopic easy perpetrate shocked factual yrold virgin didnt disabuse american toocomfortable western sound prejudicial jordanian western cultural dont admirable broinowski derisive secret digital secret australian uncovered reasonable shocking initial clever artistic demure win ",1.0
"make fantastic priceless nostalgic know entire funny narrow memorable famous ill alert priceless endless fiancs scream ",1.0
"masterclass young couple brilliant poignant welling pained sickly ominous stunning contemporary arent prepared interesting ",1.0
"greatest mad stuart ispeakanoenlish chinese funniest right national fast american virgin youll ",1.0
"various ahepburn brief passionate private ancillary smug pleased hear clear particular sweet innocent ethereal effacingly minimal onwardsthere special inanimate optical equipmentmiss particular extra new eclectic golden sure sure fine ",1.0
"superb compelling notorious russian serial magnificent forensic biggest russian particular old maintain closed underlying communist social political old new superior high low common mutual excellent superb sympathetic demunn convincing humble ",1.0
"old triple featured prove scared profound late miss unedited dark creepy complete enshrouded gothic strong scared french italian late didnt scared witless different macabre long generic similar illusive sheer emotional similar iconic black early italian scream sceptical annual ongoing ghostly hypnotic ghostly create eerie clich modern black white modern special old good stylish interesting strong marvellous horrifying paranormal secret unwitting restore original likely appreciate english passable english french english sure annoying soi recommend italian good ",1.0
"funniest shiniest filmcomedy personal solid millionaire middleaged mature requisite personal petty hilarious aplenty drunk wrong human lovingyetruthless gielgud entire acidic main best late ",1.0
"funny hilarious subtle comedic creative ",1.0
"best comic comic severe main super comic main red blue yellow green black perfect watch big second offend ",1.0
"old high aggie aggie awardwinning lovely independent aggie aggie able harsh nice aggie good political succeed high handsome good ",1.0
"fascinating iranian iran great unusual plenty remarkable great legal chastise primitive prime ",1.0
"erotic gothic interesting worth rutting faux brazilian bodily wantit ",1.0
"clear personal good broad end necessary slow second marvelous best ",1.0
"sure dramatic dramatic predictable interesting able realistic equipmentwhere havent young mixed usual passable japanese real japanese scarcethe excellent japanese past ",1.0
"favorite long happy old grainy rare perfect great funny funny paired great outstanding timedudley gielgud best best comedic win young frankensteinsteve true warmhearted imho rare sad available old nice certain hysterical tough final edit perfect wellthis original classic ",1.0
"bleak depressing legendary controversial french wistful slow painful excellent challenging enjoyable difficult right ",1.0
"great unable honest disappointed human good enjoy average disparate danielle human ",1.0
"worth best long unique fresh believable likable marvelous late mid talented real potential real worth real abc think owe possible worth sign online ",1.0
"admit reticent stupid little romantic french enchanted make believe philosophical middling live meet good believe live lovestory ",1.0
"good inventive creepy little seasoned hackneyed acting flat unconvincing needless meaningless creepy glossed impactful good little indie average worth ",1.0
"classic enjoyable funny interesting complete lovable worth short hard buy original special ",1.0
"lucky ive classic william mustsee underrated true cheap schlocky real live wellmade shadowed wellliked faceunlike landis dante classic ",1.0
"avoid theatrical inspire bizarre nostalgic elaborate naive american nazi progerman mixed enmeshed calm restless sultry internal meet precise drab good tremendous shocking second epidemic mere quiet somber criminal gullible little unconcerned uncoordinated danish breathtaking black white optical rearprojected shaded visceral feel precise grand prizewinning allegorical distinct interpret ethical late nazi dead decapitated jolting hammy noir cinematographic barr underwater expressive drown anesthetic abandon personal ",1.0
"political revolutionary little old usual traditional upright unperturbed clean tidy ritualizedgiullia revolutionary happen unable adolescent unquiet respectful disobedient assume old complete final contradictory cool oral translate traditional free particular aware new neckdeep hate good let rich directorial isnt grow animated animated shocking threatening sultry beautiful fluffy brown wide white ready impulsive ancient egyptian sexy erotic explicit interesting isnt simulated play real real eighteenyearold young fine necessary giullia sure interesting admirable slow boring ",1.0
"late quirky various visionary inexpressible primitive avantgarde early nightmarish new cinematic compare technical sound particular surreal minimum hysterical amazing brilliant physical various sleazy tragic sympathetic legal american theatrical available german great expensive english large careful legal theatrical classic twice interruped alternative fetishistic pretentious need actual recent dylan anonymous similar frontal intriguing invite overmake amazing loud happy unique justified bad unreleased ",1.0
"great great strong define fit accept play free excellent formal greek contemporary greek great greek formal ",1.0
"favourite new main late nineteenth real fictionalized anticsbased spanishamerican great wild rumbustious young pert slickest clever tough big hearted touching pursuingfull paceunlike early easy worth ",1.0
"sleepy small southern evil nasty super hard untimely dangerous cool young hot smooth brooding specific brief taut intriguing welcome brisk flavorsome tense fine brash deanesque rebellious meaty bad excellent michelle sweet folksy amiable attendant gawky sassy local tart stingy frederic stern climactic vehicular real pulsepounding sharp welldrawn fatal groovy syncopated beautiful overall sound superior ",1.0
"odd straight daily various virgin clever hilarious middle aged quiet lonely little odd awkward nice andy virgin cal tease andy clear certain decent human quintessential innocent crude gross intelligent touching romantic good good virgin similar vulgar perfect mary light feel recommend ",1.0
"good suck urban final final ulfinal best cut fing ",1.0
"lopez absolute classic havent enjoy know good spectacular welldesigned strong new recommend catch good ",1.0
"jaunty early little enjoy themselveswhile great joan incomparable cagney wellknown musical yankee dandy original easy enjoy musical worth risqu plenty superlative best ",1.0
"great bloch best excellent popular favorite particular sweet evil little great good good comic great famous english ",1.0
"great old classic good final breathtaking smallest ",1.0
"high stereotyped superb come alive magic novel nobel alive excellent local underwritten realize strong critical prefeminist tentative chinese naive honorable wealthy classic mewing classic classic ",1.0
"lucky amazing disturbing comparable handheld average calvin high normal high actual leave numerous dont black proper ",1.0
"typical spiritual typical good entertaining good alsoi good excellent ",1.0
"excellent high true unforgettablemr general appreciate witty known impress live entertaining recommend interested ",1.0
"brilliant stunning instant true chris previous funny funny need racepredictably stand onthere slight remake good surprised unravel similar different second actual dont mad funniest long doesnt good ",1.0
"fascinating true australian suspicious hard hard ive angry liberal clinical human interpret dark clinical careful melodramatic boring dry engaging ",1.0
"old feel right ",1.0
"perfect great special stunning spectacular theirs ",1.0
"young handsome young beautiful unsatisfied old fat mechanical guilty tragic noir neorealistic outstanding hottest best ",1.0
"talented wild wild entertaining limited wild wild hear sing hard wonderful loving wonderful alive ",1.0
"warm sweet charming antagonistic stewart key syrupy absent lowkey unfussy strong melancholy major frank morgan cuckolded successful isnt lonely doesnt timid poignant unseen turn right let forget dismal didnt live little little wellthis wonderful unsung ",1.0
"greatest kind mental yankee dandy cagney cagney quisessential best fast nonstop great entire upbeat fast watchable ruby perfect cagney upbeat fast paced ",1.0
"long havent good magic lotr special good good interesting ",1.0
"okay doesnt good overall swallow wrong dysfunctional mere believable easy musical believable ",1.0
"simple onehalf successful unseen stalwart entertaining work late young macabre future colby poignant die cassidy decadesnow truelife ",1.0
"lightweight perfect classic idyllic exploratory look begin perilous human emotional weird blend fantastic psychological indefatigable romantic easy forget heavyhanded calamitous later afraid occasional ironic legendary handle new worst entire entire ",1.0
"best usual funny sad wrong excellent morgan great good main sadthe glad ",1.0
"sharp great brilliant manic different great ",1.0
"great best knox short wonderful charming seasoned irish tony good dazed confused pivotal dazed confused great tony seasoned final great great dont recommend ",1.0
"able beautiful impress nearest ",1.0
"little bad long warningby sad involved fugitive early shallow deep public extreme smart simple dont different pull schwarzeneggerjoss evil good evident low total present ironic hard lethal minor original different teen great daring gay interesting beavis mugged final midrange ",1.0
"greatest classic john ford best beautiful young save young awardwinning best lincoln popular frank capra good early ford direct want great bad stunned wouldnt ford hed young jackanape ford different classicsunlike introverted melancholiaracked shy likable young young vital common interlaced undocumented committed grave yellow prodigious earnest pompous young milburn informal regular key unconventional stormy cause good remarkable amazing ",1.0
"morbid depressing sad early sad real longterm loving evident right focal heartwarmingwhen real daily real firsthand vibrant young healthy happen ",1.0
"variable interesting foremost wordy prettymuch sexual sick intellectual impotent insecure prone abusedabusive past questionable future central postwar cultural unifiedfield insignificant physical destroy mention contemporary accessible knowledgeable clever opaque pretentious insignificantlive long prosper ",1.0
"personal high sweeping bring san short big marine japanese pacific complete high golden triple regular hourly prime amazing good disappointing underwritten extravagant weverka ",1.0
"wonderful tarzan bloated boring past dull nonstop charming beautiful solid ",1.0
"best recent awry decent practical worth fix adequate lul pick skip ",1.0
"stupid wouldnt past cultural greatest enigmatic new tony stellar superb worrying loving tony tremendous superstitious greying funny negative undeniable strong present coarse social shallow dull tough real great current imbred excellent complex enigmatic exceptional ",1.0
"perfect little taut ive intrigued sad little ive evil evil bitter social ive worthy best slight human recommend fine little ",1.0
"finest sophisticated american shakespeare marvelous perfect sing pull sheer frank sinatra wonderful good good brown brando great funny fine musical authentic great musical ",1.0
"early wabbit different familiar stewart shy pet obnoxious real loud pretending different mischievous blue additional sad mental recommend pet ",1.0
"simple clever unemployed steal storeclerk right high entire dangan translate english yakuza remember himsimilar chase plenty physical dark short chase chaotic mexican tony true ",1.0
"feel good angry play original public good know ",1.0
"ive buy negative chase related important common thoughtful main adversityanother open amazing look clear aware current quiet savor big work storys occasional main fantastic werent afraid dark watchable prevalent entire fitting uplifting appreciate good inane thoughtful handle compelling black likely old ",1.0
"ying chinese czech english visual environmental samoti central difficult dirty popular early typical negative positive realistic psychological married young hankas burnsmeanwhile mixed private view bourgeois good unsuccessful flexible innocent disappointed organized ordinary czech japanese different slavic prague wont confused make ondejs ready stabilize ondej make disappear ondej important translate hysterical japanese dinnerthe interesting exciting natural actual unlikely ",1.0
"intimate general various various overall human overal contemplative force everyday doneif intense honest original meaningful great ",1.0
"best classic egan perfect real czech alan british perfect natural responsible small major novel feel axel slimy perfect ",1.0
"pull classic sure tony cuban new wellknown classic little think brian favorite phenomenal ",1.0
"black white early dong earliest hard original worth different different loud abrasive contemporary intelligent restrained slow dull different intelligent key early dramatic worth fireside gentle cox title high symbolic outstanding tony brash best frank loud mild gentle onscreen national early ",1.0
"remember long wrong favorite childrendid slightest good awful lukasdear amazing mad amazing amazing recommend ",1.0
"unknown usurped extensive religious historical believable terrifying future perfect obvious contrived visceral cautionary human advanced capable humanoid serve menial unskilled lazy derogatory subsequent want die protect human exploitative square provocative human dead real obvious obscene present human uncontrolled individualsanyway recognisable backstory middle east begin produce new human commercial circular soar human form negotiate peaceful second animatrix evocative different particular distinctive overall original simplistic provocative vague brief nice cataclysmic human ",1.0
"hold beautiful heartbreaking disturbing inspiring recommend make think make think couple positive begin amazing begin understand teach live ",1.0
"denzel small middle truthboth warm great good ",1.0
"prove good good good ",1.0
"usual big louche armed unknown louche present alive open booby modesty make foremost main sure integral important main main suspensefilled innovative intriguing introduce disappointed simple think main staden confident talented ",1.0
"possible surewhile good havent timon meet affect original funny favorite worst timon original okay wait excellent wonderful rafiki young include necessary hear simpsonthere original fit initial help feel special fit shameful ive good good ",1.0
"present right familiar try straight old blend modern good ",1.0
"different listen overt superficial split second main sick online mechanical smart frustrated predictable mathematical logical macroscopic apply best isnt critical ",1.0
"dumb sappy dated romantic romantic little dated sentimental know inveterate cynic consider want know ",1.0
"cooking old fresh new young wrong improve bitter obstructive rival clichd superb sensitive new complete worth ",1.0
"offbeat slowpaced entertaining erotic graphic blasphemous itll appreciate imaginative ignore firstrate intriguing unsatisfying good ",1.0
"red structured perfect old different good scream usual nice clean coherent main innovative good good ",1.0
"eastern westernized loving sad major cultural fanatic kyoto japanese temporary kyoto legal kyoto work kyoto rid bad inspire broken thatbut strict traditional japanese married homesick sad ken long nother tell english japanese sad loving favorite loving check tokyo new japanese happy ",1.0
"good familiar julian personable funny attractive young good hamilton charming perfect italian belushi hysterical total sweet nice vulnerable delightful clever beautiful nice dreary ",1.0
"absolute best best good haunt junior brendan best brendan best best recommend good great best ",1.0
"sure novel sure interesting best best excellent sensual noir noir great perfect main good slow good noir short calamai magnetic interested definitive ",1.0
"fantastic visit wonderful stand isnt british plenty usual cheap ",1.0
"mild amazing american religious true public youngest young modern bloody difficult religious subsequent unmistakable religious small new josephs map mormon note dramatic local beautiful fierce endless filthy dangerous religious alive reinforce final introduce think good curious propagandic american religious friendly good united interesting light religious ",1.0
"japanese enjoyable havent hyper rare nice strict okay order attain important funny look human principal main beautiful save tortured superheroine effective female evil cheesy important naked unknown listedthe hilarious gorgeous lethal read right usual ive beautiful die great japanese japanese pubic great bare japanese end make glad outrageous enjoyable funniest cleverest little hard little fast little boring dont necessary tell little lethal ",1.0
"excellent dismiss trivial astonished impressed new pioneering excellent entire obvious massive create amazing great special new hightech motorized amazing second great white catch aerial highest beautiful great great renowned excellent creative technical earl greatest madefive hard best amazing astonishing exhilarating magnificent ",1.0
"delightful best great favorite learn french romantic aware highcontact great alsoive want backseen great march ",1.0
"special sure glad funniest stop entire special ",1.0
"post discover tormented frank quiet little aussie deep dark strong simple effective dead ",1.0
"marvel slow deliberate great favourite ",1.0
"huge true little left possible great clueless wellintentioned rich ewan werent permissible best ",1.0
"sappy poor real scared great real middle different ",1.0
"wild majestic stupendous fine diverse impressive wonderful instrumental fine sure best fine lonely easy ",1.0
"wonderful gorgeous hilarious zany light surehanded contemporary silent overall adult good old timeless kneejerk silent ",1.0
"imaginative entertaining overbearing add mundane industrial hightech nifty little electronic nefarious morgan fellow drugged temporary forget adopt new convinced apply rival able indulge corporate scuppered shady foster believe rival new polygraph ideal false morgan double poor old able exciting clear carefullydirector great classy low great talented northamin particular nervous morgan fascinating willing forthcoming high ",1.0
"ive actual excellent relative believable great ",1.0
"bluray great major recommend entertaining unique gorgeous french lifeless overall successful great recommend surprised great small worth stitchlike hilarious ",1.0
"amazing possible prophetic frightening overpopulated unbearable natural nightmarish degenerate great likable noirish opposite noir fine worthy usual good subsequent atmospheric ",1.0
"admit sceptical american wrong political amazing documnetary thank terrible great stunning ",1.0
"greatest amazing realistic painful visual ",1.0
"middle izzard arent likely handle say devoted flatter funny hilarious frenetic routine unfunny past connect ",1.0
"real funny japanese beautiful young secret funny ",1.0
"say usual portuguese noneand portuguese national awful close worst funny best pulsao good true unexpected funny humorous hilarious happen hypothetical fine regular nice national ",1.0
"young touch little feltthe buy present ",1.0
"real independent latest rugged sorry general public independent clever glad indie afraid real fake good good ohsodistant light evil dead stay horrorsuspense produce sure proud tell evil dead ash obvious good compassionate dont try typical competent indie fast paced good quick bad anticlimaxesall glossed fake dont good ",1.0
"great manthe main personal wellthat regular havent manthen let suggest disappointed ",1.0
"remarkable cinematic true compelling green remember believable soviet apparent local outstanding superb atmospheric bleak soviet superlative ",1.0
"fitting spiritual hide deepest musical poor sound excellent superb simplistic longdead credible present teenage muslim gratifying believable wonderful ",1.0
"create vibrant german free jewish certain historical german small use german torture wealthy german high oblivious new sit sevenday funeral jewish deceased nonjew follow secret old certain unfailing young old jewish fabian presumed mixed radiant german congregate daily young aristocratic stalingrad free fellow bold irresistible fictional degrading historical active feminist intellectual political socialist julianne political accomplish liberal make present fictional beautiful opposite true tragic catch ",1.0
"cutest animated previous don cute little want cute beautiful great cute little walt unforgivable irene beautiful best animated ",1.0
"favorite borrow favorite red humorthis brilliant personal chan great wellloved great young ",1.0
"ive good constant slow great smart different public bourne onewarning calm driving ",1.0
"belgian comic listen old second interesting early rightist imperialist tintin antiimperialist blue unlikable ",1.0
"youd single enjoy wrong sick enjoy dirty trump compensate past uvwlike hateable wonder sane fellow human ",1.0
"directorial novel brilliant protect sadahiv good classic female lead opposite brilliant national best ",1.0
"hokey embarrassing nice dennis high late professional major brief nice kind high little star believable past throw true dvdso nice inspirational true wrong ",1.0
"happen know beautiful fascinating old ",1.0
"late big accurate wouldnt funny sad great separate happy polly ",1.0
